id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,sum_w
3401935,34,New Jersey,NJ,Middlesex County,Plainsboro,Plainsboro Center,CDP,place,8536,609,1964973,8281,40.332213,-74.589986,97605,82523,68649,544.6253978
34022055,34,New Jersey,NJ,Atlantic County,Pleasantville,Absecon city,Track,Track,8232,609,8574445,4422017,39.4165982,-74.4873399,71456,300000,46520,371.6198786
34022145,34,New Jersey,NJ,Atlantic County,Pleasantville,Absecon city,Track,Track,8232,609,1832513,4137002,39.3665045,-74.5137053,51561,45303,37387,332.7216093
34026765,34,New Jersey,NJ,Atlantic County,Point Pleasant,Absecon city,Track,Track,8742,732,1837250,14525,40.0769737,-74.0725492,92749,81461,63069,255.2877556
34026755,34,New Jersey,NJ,Atlantic County,Point Pleasant Beach,Absecon city,Track,Track,8742,732,3694798,1823252,40.0919444,-74.0430873,111228,89923,82257,187.9832012
34027395,34,New Jersey,NJ,Atlantic County,Pompton Lakes,Absecon city,Track,Track,7442,973,2519507,101540,40.9885141,-74.2884319,96207,300000,43427,98.22772466
34026465,34,New Jersey,NJ,Atlantic County,Pompton Plains,Absecon city,Track,Track,7444,973,7153803,1020750,40.9613715,-74.288783,95359,300000,77620,119.9941688
34026475,34,New Jersey,NJ,Atlantic County,Pompton Plains,Absecon city,Track,Track,7444,973,10325399,75472,40.9660503,-74.3129097,79427,63331,61355,1327.010451
34026015,34,New Jersey,NJ,Atlantic County,Port Monmouth,Absecon city,Track,Track,7758,732,3019263,4680,40.4195152,-74.1227036,137128,138087,68066,102.9245173
34023745,34,New Jersey,NJ,Atlantic County,Port Norris,Absecon city,Track,Track,8349,856,83214368,5980080,39.2737695,-75.0453429,75477,66196,60622,142.8915994
3401945,34,New Jersey,NJ,Cumberland County,Port Norris,Port Norris,CDP,place,8349,856,16142687,1415567,39.262426,-75.046503,60759,47581,52186,279.8911336
34021085,34,New Jersey,NJ,Atlantic County,Princeton,Absecon city,Track,Track,8540,609,11023111,12031,40.3756857,-74.6466348,137131,121794,85977,811.0743283
34025415,34,New Jersey,NJ,Atlantic County,Princeton,Absecon city,Track,Track,8540,609,11023111,12031,40.3756857,-74.6466348,168030,300000,74344,94.92300656
34025425,34,New Jersey,NJ,Atlantic County,Princeton,Absecon city,Track,Track,8540,609,14296938,944332,40.3334071,-74.6682964,180508,300000,79649,58.32863055
34025465,34,New Jersey,NJ,Atlantic County,Princeton,Absecon city,Track,Track,8540,609,1358789,0,40.3480853,-74.671759,130970,123781,103699,191.8149096
34021005,34,New Jersey,NJ,Atlantic County,Quakertown,Absecon city,Track,Track,8868,908,59058190,505064,40.5690334,-74.9312269,119500,98909,78838,437.5052709
34027525,34,New Jersey,NJ,Atlantic County,Quinton,Absecon city,Track,Track,8072,856,62396715,1259710,39.5293548,-75.3922428,75313,68387,50269,391.9455197
34028055,34,New Jersey,NJ,Atlantic County,Rahway,Absecon city,Track,Track,7065,732,2083323,86600,40.6196181,-74.2795894,87772,300000,51197,112.9945198
34028065,34,New Jersey,NJ,Atlantic County,Rahway,Absecon city,Track,Track,7065,732,1980393,65385,40.5983563,-74.2784009,43310,24511,38025,371.8877256
34022765,34,New Jersey,NJ,Atlantic County,Ramsey,Absecon city,Track,Track,7446,201,7031877,83313,41.0579146,-74.1593861,119641,300000,70402,115.2567053
34021505,34,New Jersey,NJ,Atlantic County,Randolph,Absecon city,Track,Track,7869,973,11009843,325039,40.8436343,-74.5578315,152700,155157,79916,445.1236677
34026715,34,New Jersey,NJ,Atlantic County,Randolph,Absecon city,Track,Track,7869,973,11009843,325039,40.8436343,-74.5578315,175108,300000,71931,84.68995757
34021775,34,New Jersey,NJ,Atlantic County,Raritan,Absecon city,Track,Track,8869,908,1156448,18466,40.5686897,-74.6321728,77418,60976,60318,689.2318098
34026035,34,New Jersey,NJ,Atlantic County,Red Bank,Absecon city,Track,Track,7701,732,8197544,666574,40.3525084,-74.0989811,167649,300000,71636,60.22581713
34026125,34,New Jersey,NJ,Atlantic County,Red Bank,Absecon city,Track,Track,7701,732,1835939,916619,40.3529839,-74.0637224,108890,300000,56133,76.96050504
3402205,34,New Jersey,NJ,Atlantic County,Ridgefield,Absecon city,Track,Track,7657,201,1823618,0,40.8308872,-73.9993658,81469,69747,59324,1439.654612
34022775,34,New Jersey,NJ,Atlantic County,Ridgefield,Absecon city,Track,Track,7657,201,1823618,0,40.8308872,-73.9993658,99676,79420,66382,140.3913966
34022785,34,New Jersey,NJ,Atlantic County,Ridgefield Park,Absecon city,Track,Track,7660,201,2433600,353216,40.8503998,-74.0157611,60072,58394,31656,167.5266999
34022795,34,New Jersey,NJ,Atlantic County,Ridgefield Park,Absecon city,Track,Track,7660,201,944674,102931,40.8524944,-74.0245865,59004,46110,37435,218.957075
34022805,34,New Jersey,NJ,Atlantic County,Ridgewood,Absecon city,Track,Track,7451,201,2611548,10599,40.9805571,-74.1341328,199691,229111,77622,50.39507994
34022815,34,New Jersey,NJ,Atlantic County,Ridgewood,Absecon city,Track,Track,7451,201,3612549,84261,40.9711846,-74.1032693,133887,120935,78784,157.9555841
34021015,34,New Jersey,NJ,Atlantic County,Ringoes,Absecon city,Track,Track,8551,908,35866504,75880,40.4777973,-74.8749098,121976,114165,75121,910.3975506
3402215,34,New Jersey,NJ,Atlantic County,River Edge,Absecon city,Track,Track,7661,201,1674841,94867,40.9228884,-74.0338874,98554,77367,70995,684.5923524
34022825,34,New Jersey,NJ,Atlantic County,River Edge,Absecon city,Track,Track,7661,201,3127530,11366,40.9280969,-74.0423524,136068,300000,78873,82.5960959
34022835,34,New Jersey,NJ,Atlantic County,River Vale,Absecon city,Track,Track,7675,201,4681555,179818,40.9961979,-74.0051124,140510,300000,76612,202.3128659
34022955,34,New Jersey,NJ,Atlantic County,River Vale,Absecon city,Track,Track,7675,201,2985807,74094,40.98907,-74.015461,91048,300000,54266,221.4199054
3402275,34,New Jersey,NJ,Atlantic County,Riverside,Absecon city,Track,Track,8075,856,1510477,225289,40.0389374,-74.9509268,54641,47736,35888,510.5488451
34023045,34,New Jersey,NJ,Atlantic County,Riverside,Absecon city,Track,Track,8075,856,1510477,225289,40.0389374,-74.9509268,53303,44850,39387,311.8223251
34026645,34,New Jersey,NJ,Atlantic County,Rockaway,Absecon city,Track,Track,7866,973,5367170,120749,40.8958526,-74.5173232,81034,300000,50575,369.2451093
34023085,34,New Jersey,NJ,Atlantic County,Roebling,Absecon city,Track,Track,8554,609,1897411,356958,40.1189124,-74.7781447,86753,81055,57782,190.3521524
34026455,34,New Jersey,NJ,Atlantic County,Roosevelt,Absecon city,Track,Track,8555,609,50648342,1440521,40.2055383,-74.460374,165493,172032,76064,113.7862347
3401975,34,New Jersey,NJ,Monmouth County,Roosevelt,Roosevelt,Borough,place,8555,609,5024199,23976,40.220742,-74.470155,86427,75349,57774,127.5904998
34021925,34,New Jersey,NJ,Atlantic County,Roselle,Absecon city,Track,Track,7203,908,1053590,0,40.6536187,-74.2673512,69643,52879,58394,761.8879413
34027995,34,New Jersey,NJ,Atlantic County,Roselle,Absecon city,Track,Track,7203,908,1522943,0,40.6584514,-74.2654831,58009,32007,58669,633.3083032
34028005,34,New Jersey,NJ,Atlantic County,Roselle,Absecon city,Track,Track,7203,908,1523584,0,40.6458858,-74.2689299,84751,74277,52587,287.6842879
34027985,34,New Jersey,NJ,Atlantic County,Roselle Park,Absecon city,Track,Track,7204,908,1000364,0,40.6663938,-74.2554238,91199,57098,81079,193.3807556
34021315,34,New Jersey,NJ,Atlantic County,Rumson,Absecon city,Track,Track,7760,732,9105317,3182570,40.3549543,-74.0085069,157851,158876,85049,266.3089173
34026135,34,New Jersey,NJ,Atlantic County,Rumson,Absecon city,Track,Track,7760,732,9105317,3182570,40.3549543,-74.0085069,171400,300000,86346,40.39600788
34023475,34,New Jersey,NJ,Atlantic County,Runnemede,Absecon city,Track,Track,8078,856,2929760,0,39.8533975,-75.0654476,55350,60220,34763,241.7241333
34022845,34,New Jersey,NJ,Atlantic County,Rutherford,Absecon city,Track,Track,7070,201,1566965,51075,40.8378398,-74.1150624,89306,300000,58905,155.7202996
34024355,34,New Jersey,NJ,Atlantic County,S Orange,Absecon city,Track,Track,7079,973,3042432,1271,40.7544519,-74.2692676,166307,300000,85131,85.92634443
3402225,34,New Jersey,NJ,Atlantic County,Saddle Brook,Absecon city,Track,Track,7663,201,3073671,9752,40.8915125,-74.0924396,92784,300000,61737,1054.006086
34022865,34,New Jersey,NJ,Atlantic County,Saddle Brook,Absecon city,Track,Track,7663,201,3890164,60849,40.9109454,-74.0957671,124408,122447,67347,80.72317891
3401985,34,New Jersey,NJ,Bergen County,Saddle River,Saddle River,Borough,place,7458,201,12717576,140350,41.023696,-74.092553,130663,116062,88846,441.1757319
34021765,34,New Jersey,NJ,Atlantic County,Salem,Absecon city,Track,Track,8079,856,1600131,177354,39.5710274,-75.463172,52523,38445,48442,451.1163841
34027545,34,New Jersey,NJ,Atlantic County,Salem,Absecon city,Track,Track,8079,856,0,54006606,39.4172705,-75.4898042,0,0,0,0
34025825,34,New Jersey,NJ,Atlantic County,Sayreville,Absecon city,Track,Track,8872,732,4268058,687760,40.4641604,-74.3685503,110792,300000,60280,253.6804083
34021975,34,New Jersey,NJ,Atlantic County,Scotch Plains,Absecon city,Track,Track,7076,908,3475082,0,40.6417004,-74.3856756,125178,115335,70706,793.8368234
34028195,34,New Jersey,NJ,Atlantic County,Scotch Plains,Absecon city,Track,Track,7076,908,3112511,3706,40.6553955,-74.3824055,127810,300000,60836,184.1886217
34028205,34,New Jersey,NJ,Atlantic County,Scotch Plains,Absecon city,Track,Track,7076,908,3475082,0,40.6417004,-74.3856756,123452,112068,86241,149.6902118
3401705,34,New Jersey,NJ,Union County,Scotch Plains,Fanwood,Borough,place,7076,908,3469670,0,40.641701,-74.385692,125178,115335,70706,793.8368234
34021365,34,New Jersey,NJ,Atlantic County,Sea Girt,Absecon city,Track,Track,8750,732,4002571,49354,40.1338027,-74.058209,101032,81946,71204,793.3917468
34023765,34,New Jersey,NJ,Atlantic County,Seabrook,Absecon city,Track,Track,8302,856,80543375,458303,39.4948296,-75.2185893,86318,300000,58995,366.3789779
34021645,34,New Jersey,NJ,Atlantic County,Seaside Hts,Absecon city,Track,Track,8751,732,0,383356196,39.9436265,-74.0556558,0,0,0,0
34026995,34,New Jersey,NJ,Atlantic County,Seaside Hts,Absecon city,Track,Track,8751,732,4155058,7340660,39.9217153,-74.0806136,72158,56216,54751,260.9230042
34025135,34,New Jersey,NJ,Atlantic County,Secaucus,Absecon city,Track,Track,7094,201,1307296,0,40.7911933,-74.0585465,90323,82651,51485,141.824517
34025215,34,New Jersey,NJ,Atlantic County,Sergeantsville,Absecon city,Track,Track,8557,609,96303225,1199872,40.4397619,-74.9563288,100120,88416,68592,89.76102731
3401995,34,New Jersey,NJ,Middlesex County,Sewaren,Sewaren,CDP,place,7077,732,2460352,130418,40.550726,-74.259885,94519,73955,64313,431.0410157
34024555,34,New Jersey,NJ,Atlantic County,Sewell,Absecon city,Track,Track,8080,856,11924521,76782,39.7676937,-75.1453784,123583,122341,64434,123.0873005
34024585,34,New Jersey,NJ,Atlantic County,Sewell,Absecon city,Track,Track,8080,856,13214194,66896,39.7940572,-75.1269439,66723,42528,63954,111.960883
34024595,34,New Jersey,NJ,Atlantic County,Sewell,Absecon city,Track,Track,8080,856,4209980,4584,39.7545144,-75.0825843,112013,101294,60597,73.79384781
34024615,34,New Jersey,NJ,Atlantic County,Sewell,Absecon city,Track,Track,8080,856,3221424,52543,39.724131,-75.087075,89998,83602,53650,107.5918547
3402795,34,New Jersey,NJ,Atlantic County,Sewell,Absecon city,Track,Track,8080,856,4209980,4584,39.7545144,-75.0825843,117642,114167,60663,447.3576924
34023195,34,New Jersey,NJ,Atlantic County,Shamong,Absecon city,Track,Track,8088,609,114974335,1560362,39.785003,-74.7171784,116856,300000,62341,273.9811101
34024395,34,New Jersey,NJ,Atlantic County,Short Hills,Absecon city,Track,Track,7078,973,9094477,1302363,40.7396647,-74.3425212,216503,300000,56951,22.72922127
34021415,34,New Jersey,NJ,Atlantic County,Shrewsbury,Absecon city,Track,Track,7702,732,5885747,82604,40.3264505,-74.0573731,106209,85680,75057,782.3160793
34026445,34,New Jersey,NJ,Atlantic County,Shrewsbury,Absecon city,Track,Track,7702,732,5885747,82604,40.3264505,-74.0573731,130308,300000,73509,203.7184608
34023555,34,New Jersey,NJ,Atlantic County,Sicklerville,Absecon city,Track,Track,8081,856,6344290,187042,39.7460679,-75.0130262,102314,97031,51951,257.3757079
34023595,34,New Jersey,NJ,Atlantic County,Sicklerville,Absecon city,Track,Track,8081,609,3386699,62158,39.706924,-74.9604808,59488,44556,46277,367.7210216
3402475,34,New Jersey,NJ,Atlantic County,Sicklerville,Absecon city,Track,Track,8081,609,3386699,62158,39.706924,-74.9604808,60813,49854,45897,799.7732515
34023485,34,New Jersey,NJ,Atlantic County,Somerdale,Absecon city,Track,Track,8083,856,2013208,0,39.84595,-75.0156032,67929,56407,52341,311.1519236
3402435,34,New Jersey,NJ,Atlantic County,Somerdale,Absecon city,Track,Track,8083,856,2013208,0,39.84595,-75.0156032,73482,64266,51948,490.5068385
34022165,34,New Jersey,NJ,Atlantic County,Somers Point,Absecon city,Track,Track,8244,609,2571459,939010,39.3166932,-74.6162918,58700,43374,53576,482.3160627
34021815,34,New Jersey,NJ,Atlantic County,Somerset,Absecon city,Track,Track,8873,732,2362093,0,40.4871623,-74.4818081,62312,49040,49102,853.960867
34027655,34,New Jersey,NJ,Atlantic County,Somerset,Absecon city,Track,Track,8873,732,4046851,0,40.495559,-74.5002698,109122,108733,53187,78.89283799
34027665,34,New Jersey,NJ,Atlantic County,Somerset,Absecon city,Track,Track,8873,732,3138775,4172,40.4952648,-74.4778495,101529,300000,54306,94.99262828
34027675,34,New Jersey,NJ,Atlantic County,Somerset,Absecon city,Track,Track,8873,732,35091994,259546,40.4701508,-74.5340492,84311,72800,61837,1086.346997
34027725,34,New Jersey,NJ,Atlantic County,Somerset,Absecon city,Track,Track,8873,732,14036916,120569,40.5154937,-74.525325,121577,112498,76718,550.2306148
34011005,34,New Jersey,NJ,Somerset County,Somerset,Six Mile Run,CDP,place,8873,732,19359592,20234,40.470151,-74.534049,118267,116942,64262,312.038269
34011075,34,New Jersey,NJ,Somerset County,Somerset,Weston,CDP,place,8873,732,3608315,134155,40.527059,-74.56726,95929,71639,70081,458.9748543
34027555,34,New Jersey,NJ,Atlantic County,Somerville,Absecon city,Track,Track,8876,908,2172671,69707,40.5637222,-74.611879,58279,56330,41977,325.8812648
34025855,34,New Jersey,NJ,Atlantic County,South Amboy,Absecon city,Track,Track,8879,732,1776283,1136681,40.4808136,-74.2747749,60629,300000,44237,412.1911375
34021115,34,New Jersey,NJ,Atlantic County,South Plainfield,Absecon city,Track,Track,7080,908,1674148,0,40.5853553,-74.4237815,106241,103764,63871,349.2099037
34025515,34,New Jersey,NJ,Atlantic County,South Plainfield,Absecon city,Track,Track,7080,908,2591110,1258,40.5918278,-74.4028722,66014,300000,38286,218.8244523
34011015,34,New Jersey,NJ,Middlesex County,South Plainfield,South Plainfield,Borough,place,7080,908,21486907,90430,40.574413,-74.4148,98703,88011,63572,3276.11727
34021215,34,New Jersey,NJ,Atlantic County,South River,Absecon city,Track,Track,8882,732,963760,84817,40.4489178,-74.3780445,69122,54546,50319,651.9434534
34025815,34,New Jersey,NJ,Atlantic County,South River,Absecon city,Track,Track,8882,732,2446978,120966,40.4543424,-74.388947,67889,55546,47658,139.9913018
34021615,34,New Jersey,NJ,Atlantic County,South Toms River,Absecon city,Track,Track,8757,732,40911119,259830,39.9348159,-74.2576656,49153,35897,43597,1638.092913
3401775,34,New Jersey,NJ,Ocean County,South Toms River,Holiday Heights,CDP,place,8757,732,12811301,0,39.939383,-74.257253,46919,37400,34801,960.1097218
34023185,34,New Jersey,NJ,Atlantic County,Southampton,Absecon city,Track,Track,8088,609,65091579,1037503,39.9156845,-74.6941552,51244,41028,46666,312.4529966
3402335,34,New Jersey,NJ,Atlantic County,Southampton,Absecon city,Track,Track,8088,609,65091579,1037503,39.9156845,-74.6941552,84488,64690,64238,695.093667
34027785,34,New Jersey,NJ,Atlantic County,Sparta,Absecon city,Track,Track,7871,973,32090692,1259369,41.0485693,-74.5785436,149641,300000,76963,118.2202912
34021245,34,New Jersey,NJ,Atlantic County,Spotswood,Absecon city,Track,Track,8884,732,2103182,757,40.3981926,-74.3962684,87362,79622,64794,649.1336411
34026315,34,New Jersey,NJ,Atlantic County,Spring Lake,Absecon city,Track,Track,7762,732,3443976,1031295,40.1527499,-74.0271714,119086,93109,79749,115.8241361
34026305,34,New Jersey,NJ,Atlantic County,Spring Lake Heights,Absecon city,Track,Track,7762,732,3324834,66024,40.1494828,-74.0461693,88230,300000,66476,287.0892947
34028135,34,New Jersey,NJ,Atlantic County,Springfield,Absecon city,Track,Track,7081,973,3186415,31163,40.7105886,-74.3149336,117927,300000,60705,122.5585579
34028145,34,New Jersey,NJ,Atlantic County,Springfield,Absecon city,Track,Track,7081,973,4557970,0,40.6895993,-74.3195474,60749,26859,71639,399.1083225
34027815,34,New Jersey,NJ,Atlantic County,Stanhope,Absecon city,Track,Track,7874,973,18881114,1289995,40.9297168,-74.7507171,114511,115956,62002,153.6519456
34027805,34,New Jersey,NJ,Atlantic County,Stillwater,Absecon city,Track,Track,7875,973,69023917,3426738,41.074125,-74.8688779,79981,300000,62607,170.7290825
34011025,34,New Jersey,NJ,Cape May County,Stone Harbor,Stone Harbor,Borough,place,8247,609,3734560,1947444,39.041691,-74.768837,103736,79443,81992,198.1558134
34023525,34,New Jersey,NJ,Atlantic County,Stratford,Absecon city,Track,Track,8084,856,1777739,0,39.8319323,-75.0078375,54556,48692,38909,355.5868131
34023625,34,New Jersey,NJ,Atlantic County,Stratford,Absecon city,Track,Track,8084,856,2829472,0,39.82869,-75.0215929,90977,89226,58932,323.8468652
3402485,34,New Jersey,NJ,Atlantic County,Stratford,Absecon city,Track,Track,8084,856,2829472,0,39.82869,-75.0215929,80312,71598,52778,774.1890916
34021965,34,New Jersey,NJ,Atlantic County,Summit,Absecon city,Track,Track,7091,908,2457691,16162,40.7125555,-74.3477215,106938,100209,73020,820.7241223
34028155,34,New Jersey,NJ,Atlantic County,Summit,Absecon city,Track,Track,7901,908,4884068,34826,40.7017136,-74.3727865,159963,176204,82995,117.8202464
34024695,34,New Jersey,NJ,Atlantic County,Swedesboro,Absecon city,Track,Track,8085,856,1875521,88090,39.7458837,-75.310947,84951,78913,56901,333.5819768
34022885,34,New Jersey,NJ,Atlantic County,Teaneck,Absecon city,Track,Track,7666,201,3065875,39754,40.8954718,-73.995087,147291,162685,79401,95.88676756
34022895,34,New Jersey,NJ,Atlantic County,Teaneck,Absecon city,Track,Track,7666,201,3212051,88266,40.9054744,-74.0166798,155646,300000,85044,68.99077283
34022905,34,New Jersey,NJ,Atlantic County,Teaneck,Absecon city,Track,Track,7666,201,1778138,0,40.885824,-74.0139852,115819,131828,58409,77.69323133
34022915,34,New Jersey,NJ,Atlantic County,Teaneck,Absecon city,Track,Track,7666,201,4014248,284500,40.873976,-74.0101519,125517,300000,54501,89.99321777
3402235,34,New Jersey,NJ,Atlantic County,Tenafly,Absecon city,Track,Track,7670,201,3559474,11846,40.9242603,-73.974318,137197,127520,83463,813.1022998
34022925,34,New Jersey,NJ,Atlantic County,Tenafly,Absecon city,Track,Track,7670,201,3559474,11846,40.9242603,-73.974318,181113,300000,73479,64.8584431
34011035,34,New Jersey,NJ,Bergen County,Tenafly,Tenafly,Borough,place,7670,201,11878582,1498167,40.918309,-73.950523,146397,146279,86661,1396.414787
34025195,34,New Jersey,NJ,Atlantic County,Three Bridges,Absecon city,Track,Track,8887,908,28411730,184177,40.5382216,-74.791844,86594,300000,45890,161.7880075
34026155,34,New Jersey,NJ,Atlantic County,Tinton Falls,Absecon city,Track,Track,7724,732,2225754,12029,40.2965938,-74.0799912,0,0,0,0
34021585,34,New Jersey,NJ,Atlantic County,Toms River,Absecon city,Track,Track,8753,732,5573058,6746283,39.9791327,-74.1202294,88571,77012,60089,476.5686069
34026925,34,New Jersey,NJ,Atlantic County,Toms River,Absecon city,Track,Track,8753,732,12653304,537,40.0229179,-74.20462,158538,300000,74698,160.0843934
34026935,34,New Jersey,NJ,Atlantic County,Toms River,Absecon city,Track,Track,8753,732,3291496,3433950,40.0102821,-74.117826,90126,300000,46632,156.3219252
34026945,34,New Jersey,NJ,Atlantic County,Toms River,Absecon city,Track,Track,8753,732,5573058,6746283,39.9791327,-74.1202294,80526,300000,50200,192.9201021
34026955,34,New Jersey,NJ,Atlantic County,Toms River,Absecon city,Track,Track,8753,732,3019999,0,39.9736603,-74.1920243,50837,44654,36198,509.4522386
34026965,34,New Jersey,NJ,Atlantic County,Toms River,Absecon city,Track,Track,8753,732,5084282,62828,39.9684426,-74.1656301,89444,300000,53855,222.3568146
34027025,34,New Jersey,NJ,Atlantic County,Toms River,Absecon city,Track,Track,8753,732,4542366,4014,39.9645117,-74.2743829,38688,31255,35468,543.7937215
34027415,34,New Jersey,NJ,Atlantic County,Totowa,Absecon city,Track,Track,7512,973,7987619,115272,40.9055976,-74.2243488,79081,73393,52282,200.2150814
34021025,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8611,609,500236,0,40.2022275,-74.7498113,47722,38302,36769,771.0397046
34021035,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8618,609,555512,43721,40.2284239,-74.7808723,32879,19035,31577,1077.398602
34021045,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8609,609,509844,9819,40.2263675,-74.7518821,37220,23937,48242,296.7145807
34025225,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8611,609,500236,0,40.2022275,-74.7498113,42995,24205,41849,198.8897858
34025235,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8611,609,519752,0,40.2070308,-74.746663,53146,39894,48411,578.5833552
34025245,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8625,609,517420,0,40.2100718,-74.754616,46921,32217,45499,380.5878733
34025255,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8618,609,555512,43721,40.2284239,-74.7808723,48618,39427,33127,281.1564383
34025265,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8618,609,942112,32893,40.2357259,-74.7743859,20991,17724,15615,316.3161666
34025275,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8638,609,979394,0,40.2335343,-74.7569563,60600,54273,52145,269.6136121
34025285,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8609,609,930205,3400,40.2197891,-74.7465438,55090,300000,35132,138.9972799
34025325,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8625,609,7616333,50247,40.2568316,-74.6776468,122788,119633,55294,121.4487802
3402995,34,New Jersey,NJ,Atlantic County,Trenton,Absecon city,Track,Track,8625,609,4132089,1006374,40.7655429,-74.0822016,104587,99442,68186,256.5461739
34024605,34,New Jersey,NJ,Atlantic County,Turnersville,Absecon city,Track,Track,8012,856,3777973,22193,39.7368644,-75.0562659,61646,38768,59594,355.781473
34021915,34,New Jersey,NJ,Atlantic County,Union,Absecon city,Track,Track,7083,908,2475694,27133,40.6917077,-74.2523278,103248,89933,67453,612.5297909
34027935,34,New Jersey,NJ,Atlantic County,Union,Absecon city,Track,Track,7083,908,3107527,0,40.7073154,-74.2732075,68396,77264,54100,286.4645672
34027945,34,New Jersey,NJ,Atlantic County,Union,Absecon city,Track,Track,7083,908,1507213,0,40.7116478,-74.2892092,95174,91261,57830,188.5189793
34027955,34,New Jersey,NJ,Atlantic County,Union,Absecon city,Track,Track,7083,908,1637415,0,40.6983232,-74.2657313,93516,300000,72984,109.5273921
34027965,34,New Jersey,NJ,Atlantic County,Union,Absecon city,Track,Track,7083,908,1047880,0,40.6849121,-74.2674327,117215,108629,63743,98.85719493
34011045,34,New Jersey,NJ,Monmouth County,Union Beach,Union Beach,Borough,place,7735,732,4614242,259893,40.44749,-74.170046,78814,70364,53062,927.2749176
34025045,34,New Jersey,NJ,Atlantic County,Union City,Absecon city,Track,Track,7087,201,194957,0,40.7751453,-74.0247026,46628,46857,32319,246.6514284
34025065,34,New Jersey,NJ,Atlantic County,Union City,Absecon city,Track,Track,7087,201,338434,0,40.7647788,-74.0392651,64137,300000,43331,232.658035
34025075,34,New Jersey,NJ,Atlantic County,Union City,Absecon city,Track,Track,7087,201,131876,0,40.7576373,-74.0431214,45408,37196,36067,381.5501823
3402965,34,New Jersey,NJ,Atlantic County,Union City,Absecon city,Track,Track,7087,201,206506,0,40.7689203,-74.0361999,48988,34680,46928,1180.884541
34024245,34,New Jersey,NJ,Atlantic County,Upper Montclair,Absecon city,Track,Track,7042,973,2137749,0,40.8508319,-74.2038024,117373,300000,87143,143.6610295
34024255,34,New Jersey,NJ,Atlantic County,Upper Montclair,Absecon city,Track,Track,7042,973,1524070,0,40.8348845,-74.2000378,180138,300000,78380,76.09354608
34022875,34,New Jersey,NJ,Atlantic County,Upper Saddle River,Absecon city,Track,Track,7458,201,13625940,51455,41.063157,-74.0999764,174859,165643,68707,83.75466509
34022185,34,New Jersey,NJ,Atlantic County,Ventnor,Absecon city,Track,Track,8406,609,2026319,1871581,39.3404953,-74.4931336,77052,68271,61761,131.3596739
34027735,34,New Jersey,NJ,Atlantic County,Vernon,Absecon city,Track,Track,7462,973,32180267,500720,41.2415016,-74.5363043,118932,300000,65126,138.6583526
34027745,34,New Jersey,NJ,Atlantic County,Vernon,Absecon city,Track,Track,7462,973,24897853,382520,41.1681594,-74.5116448,81567,300000,52663,102.2583007
3401765,34,New Jersey,NJ,Sussex County,Vernon,Highland Lakes,CDP,place,7462,973,11184480,1724021,41.170559,-74.463226,85678,77552,49669,815.6796921
34024445,34,New Jersey,NJ,Atlantic County,Verona,Absecon city,Track,Track,7044,973,3063396,2460,40.8413196,-74.2524028,161195,300000,74783,87.69086326
34023715,34,New Jersey,NJ,Atlantic County,Villas,Absecon city,Track,Track,8251,609,12635350,590538,39.0137385,-74.9261612,51018,37672,45061,246.8560496
3402515,34,New Jersey,NJ,Atlantic County,Villas,Absecon city,Track,Track,8251,609,2663873,1715504,39.015273,-74.9463412,64275,52133,53940,965.2590398
34023805,34,New Jersey,NJ,Atlantic County,Vineland,Absecon city,Track,Track,8360,856,5290443,1449,39.4974712,-75.0228487,81891,300000,64622,202.0601624
34023815,34,New Jersey,NJ,Atlantic County,Vineland,Absecon city,Track,Track,8361,856,15817176,162651,39.4891903,-74.9736358,98474,81543,69762,286.5529953
34023825,34,New Jersey,NJ,Atlantic County,Vineland,Absecon city,Track,Track,8360,856,19166690,96849,39.5232826,-75.0181278,56897,44465,44286,405.3888506
34023835,34,New Jersey,NJ,Atlantic County,Vineland,Absecon city,Track,Track,8360,856,3056881,0,39.4859494,-75.0287096,74487,48854,60035,207.1913678
3402555,34,New Jersey,NJ,Atlantic County,Vineland,Absecon city,Track,Track,8360,856,19166690,96849,39.5232826,-75.0181278,61089,45894,46940,1497.680365
34023495,34,New Jersey,NJ,Atlantic County,Voorhees,Absecon city,Track,Track,8043,856,6405976,115421,39.83092,-74.9446097,146637,300000,66499,96.75587117
3401685,34,New Jersey,NJ,Camden County,Voorhees,Echelon,CDP,place,8043,856,7243266,109286,39.847234,-74.99368,64123,50245,53030,2981.692338
